rating,text,visual_style
2,the fire alarm went off in the middle of the movie and i’ve been told by multiple ppl that that’s a very wes anderson thing to happen. there was a lot of laughing from the audience the whole time and to be completely honest i’m not sure why bc nothing was even that funny. i will say this movie was very visually pleasing and nice to look at but everything else was pretty bland. i don’t hate this movie but i would also not watch it again. (film bros everywhere are screaming crying shaking throwing up reading this review),1
2,"Stellar performances all round from an incredible cast. I had plenty of good laughs throughout the film but that’s about it. Overall, the most Wes Anderson Wes Anderson film I’ve seen. Almost felt like a mediocre parody. Quite a slow burn, clearly inspired by the Covid lock downs, and sadly it doesn’t quite hit the mark for me. Nor did I really understand it. But it didn’t intrigue me enough to give another watch either. Wasn’t a fan of the colour grading either. But I must say the desert atmosphere was there. Overall, a miss for me.",1
2,Mid,0
2,What a silly waste of resources this was,0
2,"mouais c’etait cool de le voir au cinéma mais je me suis vraiment ennuyé je me suis endormi deux fois ça m’était jamais arrivé avant. wes anderson ne raconte pas des histoires qui m’intéressent et ils ne les racontent pas de manière intéressante. cette espèce d’obsession de décrire oralement tout ce qui se passe à l’écran est vraiment insupportable, j’ai l’impression qu’il pense ses films comme des romans et jsp pour moi ça fonctionne pas du coup (surtout dans un…",9
2,I’m sorry but what even was that,0
2,"I SMILE BECAUSE HE GAVE ME THE REASON Wes Anderson is one of those directors I just can't connect with, no matter how many opportunities I give and will give to him. His style seems repetitive and tired to me: the same protagonist with an internal crisis, the same woman in the same supporting role (because apparently he doesn't know how to write female characters), the same camera movements, the same plot involving the same plan that always goes wrong,…",1
2,Watch Asteroid Ritzy instead,0
2,"🎬 Wes Anderson 📝 Wes Anderson & Roman Coppola 👨‍👩‍👦 Jason Schwartzman, Scarlett Johansson & Tom Hanks ⏱️ 104m Tiresome, vapid and ultimately unfunny, though one has to admire Anderson for managing to gather a loyal enough audience over the decades that he now all but has carte blanche to create exactly the film he wants to, with nobody to rein him in or temper his stylistic quirks. Alas, for me - an Anderson ambivalent - his latest work is a borderline…",0
2,"The most I liked that part when in the background played ""Sixteen Tons"" by Tennessee Ernie Ford. I love that song.",0
2,"I really don't know why Wes still needs to make a film. he knows that, in Asteroid city, he also asks the same question, what does he want to say ?Wes , you are so borning",0
2,everything’s connected but nothing’s working  🤷‍♀️,0
2,I don't like Western Anderson.,0
2,"""Everything's connected, but nothing's working."" A line Matt Dillon utters that pretty much sums up how I feel about this movie. Wes Anderson continues to be a peerless craftsman and excellent ensemble assembler, but this contains a lot of the same issues I had with The French Dispatch and more: flowery, mile-a-minute dialogue that goes in one ear and out the other, an overwrought turducken of a plot, deliberately studied (and incredibly grating) acting, too many characters lacking interiority, and…",0
2,Me quedé dormida en una escena,9
2,"Wow. I can’t believe people are actually liking this empty shell of a movie. None of the characters are memorable and there isn’t anything to digest even really. It has no soul and I was bored my mind off the entire runtime. What a wasted cast. The only good I can give this movie is the production design and cinematography. Besides that, nothing inspires. The score by Alexandre Desplat is bland and corporate. His past couple of scores are just the definition of mediocrity. This movie has no purpose.",1
2,La triste decadencia de Wes Anderson. Muy bonito todo. Muy frío todo.,9
2,"Asteroid City Im Kino Wes Anderson ist einfach nicht mein Regisseur. Das Einzige, was er beherrscht sind filmische Feinheiten. Doch hier bei Asteroid City fand ich den Filter fürchterlich. Die Farbsättigung ist nicht das, was mir persönlich gefällt. Einzelne Szenen sind aber durchdacht und nett eingefangen. Die Story und die Erzähl Art fand ich beides mau. Langweilig und nichtssagend... alles plätschert einfach so dahin. Natürlich ist der Film auch wieder vollgepackt mit berühmten Darsteller, die alle für 2/3 Szenen vorbeihuschen. Asteroid City ist einfach belanglos und Wes Andersons selbst Verliebtheit geht mir einfach auf den Sack.",9
2,"- Crazy that Nolan and Anderson linked for movies in the same universe - Of course Dafoe has fisherman sandals on, did ALD rip the look book straight from his costume? - there’s a KD tweet ScarJo bath scene joke to be made, still workshopping - neared disaster territory if the only Margot Robbie part was a photo of her. - I liked Nope better, but the alien in this rules - the school kids>star gazing teens, eh actually just…",0
2,"This review may contain spoilers. I can handle the truth. Is it mean to say that Wes Anderson movies feel like a youth theatre launchpad program? I think the mechanic of a movie about a play is very interesting in-theory, but there are projects that make sense in that format, and this doesn’t seem to be one of them. There were a few moments of story-framing that I enjoyed, but generally this story about the arid desert was…dry. Even Schwartzman came and went for me on this one, everyone involved felt…",0
2,"Come sei bello Wes, come sei bravo Wes, coccoricò! Il punto di svolta in negativo della carriera di Anderson, a cui ormai interessa solo levigare e rifinire ulteriormente una forma che è divenuta l'unica sostanza dei suoi film. Tedioso e ripetitivo, con un sospetto di riciclo della colonna sonora. Ha servito su un piatto d'argento ai suoi detrattori la prova che il suo è tutto manierismo senza sostanza.",9
2,we need an alien spinoff,0
2,I wish I was smart,0
2,"This was badly written. It’s that simple. Pretty, but very badly written and messy.",1
2,"All aesthetic, no story :(",1
2,this movie didn’t feel natural at all. the way scenes moved physically and narratively felt awkward and nonauthentic. (i got brief motion sickness from the abundance of iconic whip pans and lateral camera movement.) everything was so rectilinear and symmetrical that it hurt.  it’s hard for me to grasp/take seriously the deep existential questions that Asteroid City poses at times when everything is chasing an aesthetic. many banal platitudes lacking foundation within the story.  i could not settle into this.,1
2,Sitting through so many jokes that fell flat was incredibly painful So much style and finesse for such little payout,0
2,There are about 5-10 minutes I like in here… but unfortunately they’re surrounded by two hours of twee bullshit,0
2,shitpost in movie form,0
2,One big stupid inside joke,0
2,he thought he did something with this one,0
2,"The incredible visuals and creative cinematography propel this film to 2 stars, but I found this film to have no discernible meaning and had 0 connection to or care for any of the characters. The humor also largely did not land for me.",1
2,"every time i see a wes anderson movie, i feel stupid for not understanding why people like his work so much… it was pretty tho",1
2,BORING... YAWNING… SLOPPY… LAZY…,0
2,Wes Anderson var greinilega ekki nógu mikið skammaður í æsku.,0
2,Fucking horrible,0
2.5,"People always complaining that Wes Anderson never puts POC in his movies so it’s nice to see Jeffrey Wright, Hong Chau and Scarlett Johansson here",0
2.5,"I came out of this slightly disappointed, especially coming off The French Dispatch… which I, in the vast minority, find to be Wes’ best. A screenplay that I didn’t particularly care about with dry humor that never quite worked for me.",0
2.5,"“I don’t express my grief. I’m just a lonely, sad, fucked up person who does Wes Anderson-style deadpan delivery as a way to avoid dealing with my emotions. I don’t know what’s going on in this confusing world, but me saying that the world is confusing is a beautiful and profound observation.” Full review",0
2.5,"It's not that It lacks in creative solutions. It lacks in writing, in depth and all those things that his peculiar visual style exhalted. Now there's only the style with nothing to exhalt",1
2.5,"Alas, this is no Grand Budapest, but you can’t blame Wes Anderson. The maestro of meta, the burgermeister of bric-a-brac, the Boss Tweed of twee is gunna do what he gunna do.  This time out, after a too-showy, increasingly obligatory, proscenium-exposing, aspect-ratio-flaunting story-within-a-story setup, you’re delivered by train to Anderson’s latest mise en scène: a bleached out 1950s Americana Southwest with mushroom-cloud-dappled skies and a potpourri of quirky characters (aka his troop of regular players, spiced with newbies Margot Robbie, Rupert…",1
2.5,"Pastellfarben, Symmetrie und ein großes Staraufgebot im Cast, das sind Markenzeichen von Wes Anderson. So sehr, dass inzwischen eine künstliche Intelligenz ganze Filmtrailer in der Star Wars Welt in seinem unverkennbaren Stil erstellen können. Nun erwartet uns mit “Asteroid City” der neue Film des “Grand Budapest Hotel”, “Isle of Dogs” und zuletzt “The French Dispatch” Machers. Angesiedelt in den 1950er Jahren bekommen wir eine TV-Aufzeichnung über einen Bühnenautor an seiner Arbeit zu seinem neuen Werk “Asteroid City” präsentiert. Klingt etwas…",9
2.5,"Dear Wes, Despite the quality of your cast and craft, you are getting close to a parody of yourself.",0
2.5,i have so many jobs and proudly one of them is full time Wes Anderson hater ❤️,0
2.5,"Very self indulgent, felt like Wes Anderson trying to make a film based on his tiktok trend. It was pretty confusing and not one person I was in the theatre with came out understanding what happened. Technical aspects were great, looked lovely, great cast, humour was decent but overall I think it’s trying too hard.",1
2.5,West Anderson went full West Anderson. You never go full West Anderson.,0
2.5,"not exactly... bad? But it sure was nauseating to be in a theater full of laughing people and I could not even muster a chuckle or even a soft ha. Not my brand of whimsy, probably hasn't been since Moonrise Kingdom. Not particularly emotionally resonant either. I do wonder why Wes decided to make an alien film now, in light of recent events. Maybe he knows what we don't.",0
2.5,Assteroid City,0
2.5,“it gives me so much joy knowing that wes anderson hates those videos where its like ‘my day in wes anderson style’… now he knows what its like to watch a wes anderson film” -hardwooddan • 2023 Releases Ranked,0
2.5,"Like any Anderson film, his style is the most prominent, and the production design is glorious. There is symmetry within the frame that only his pristine eye can capture. Director of Photography Robert D. Yeoman beautifully brings the open desert of Asteroid City to life with a colourful vibrancy that gives off a feeling of the desert heat. The story is intimate and more emotional than Anderson’s previous works, which adds depth to the science competition. The story follows a…",1
2.5,"Puede lucir hermosa y tener unos momentos divertidos. Pero, ‘Asteroid City’ es una película que le hizo falta mucha alma en su historia y en balancear a la hora de contar la historia y profundizar lo que nos quiere decir la obra. youtu.be/qdsUI-E0Jfw",9
2.5,"2023 Ranked Whatever, I guess. Really didn’t connect with me but I didn’t hate it. The performances are solid, it’s decently funny, it looks nice, and is generally very well shot as is the usual with Wes Anderson. The structure is unorthodox but it’s interesting. Idk, not much else to say. Felt bland and overall didn’t really land for me",1
2.5,"tbh i'm surprised by the rapturous response to this one when it fulfills all the criticisms people levied against the french dispatch and imho they're warranted here. visually sumptuous and desplat's score is top-tier, but overall it's so narratively and stylistically convoluted and to what end?? left me feeling cold and tbh i had forgotten about it already. (it was validating to hear my rotating songs of the year play softly in the background tho)",1
2.5,"I really like Wes Anderson, but I'd like him to step out of his comfort zone a bit. I like the theatricality, the tight framing and the pastel colors. But I think we've come full circle. I'm convinced he can offer us other worlds. I wasn't thrilled by the film's script. Of course, highlight as usual the extremely masterful direction and photography, I mean it’s Wes.",1
2.5,"Una de las cosas que más disfruto (o disfrutaba) en el cine de Anderson es su increíble talento para escribir personajes. Todas tienen protagonistas y secundarios que es imposible que abandonemos al salir de la sala. Max Fischer y sus compañeros de escuela y profesores; absolutamente cada uno de los Tenenbaums; Steve Zissou, el increíble señor Zorro, los perritos en Isle of dogs, cada personaje en Hotel Budapest… eran personajes que de una u otra forma siempre terminaban llegándome durísimo…",9
2.5,"You can’t wake up if you don’t fall asleep. Wes Anderson remains in his infantile playground, preoccupied with building sets and filling them with human-like puppets, wasting a massive cast of Hollywood stars. He doesn’t make any effort to understand human emotions, nor does he try to bring any human value into his films. Once again, it’s all about style (and meaningless metafiction), and even though it’s obviously nice to look at, one can’t help but notice that there’s nothing more to be found.",1
2.5,give jason schwartzman more lead roles you cowards,0
2.5,"Wes Anderson hat (von dem, was ich bisher von ihm gesehen habe) zwei gute Hits und Asteroid City ist keiner davon. Der Rest bewegt sich um den Mittelmaß. Schon The French Dispatch hatte eine äußerst enttäuschende, langweilige und reaktionäre Handlung.  Das Bild ist wie immer Eye Candy. Viele Pastellfarben, vieles bewegt sich im Bild, wie ein reines Bühnenspiel, meist zentriert und symmetrisch. Wes Anderson beweist erneut: sein Stil ist unverkennbar, weshalb „AI“-Technologie so gut in der Lage ist, seinen markanten…",0
2.5,You can’t wake up if you don’t fall asleep. me at 4am when my alarm is scheduled to go off at 6,0
2.5,"Working diligently to keep us disengaged from his characters, Anderson creates multiple framing devices in which to tell his story, all of which are an attempt to mask the obvious: there’s nothing actually here. Less insufferable than French Dispatch, it’s frustrating because the aw-shucks Route 66 vibe works so well, but it’s nothing more than window dressing. When moments of real emotion threaten to creep in (a scene with Tom Hanks at the end of the film), he cuts away…",0
2.5,مع آخر فلمين لويس اندرسون فقدت اهتمامي كليا و أحبطني مع التوجه الكتابي الركيك الذي اتخذه مؤخرا، بسياسة وضع اسماء كبيرة و تقديم قصة فارغة و مملة نوعا ما برؤية مسرحية و يبقى الجانب الأفضل هو استعراضه التصويري و إخراجه المبهج كعادته.,9
2.5,"Every time I think I’ve seen the most Wes Anderson movie ever, Wes Anderson makes a new movie. Nice of Margot Robbie to step off the set of Mary Queen of Scots to film a cameo here. Wes Anderson, ranked",0
2.5,"Hay mejores videos en TikTok y YouTube que parodian a Wes Anderson que esto. Pero ninguno de esos videos tiene a Scarlett Johansson, así que ahí gana Wes.",9
2.5,Couldn’t really enjoy this movie because the guys next to me in the theater were loudly sucking each other off #pridemonth,0
2.5,"The setup to this was a ton of fun for the first 15 minutes, introducing Asteroid City, the concept of it, the production looks great, all the classic Wes pans, and so on. But man, the story didn’t land for me, neither did the characters, besides Woodrow! MVP. And Cranston’s a great narrator. So yeah, it was bland on my end. What I like from Wes is he tends to have a lot of heart and witty humor in his previous entries, here it wasn’t as present. If you like French Dispatch, then this will be in your Wes wheelhouse.  C/Sour Wes Anderson Rank",1
2.5,I think I hated it.,0
2.5,"Enserio que le pongo 2 estrellas y media solo por ser Wes Anderson. Porque si, el tipo es un genio. Su diseño de producción, la simetría y bla bla bla, todo lo que hace es preciso y perfecto. Pero es que enserio en esta película, Wes Anderson se hizo la versión Michael Bay de Wes Anderson. Se fue FULL WES ANDERSON Y NUNCA TE VAS FULL WES ANDERSON. En verdad aquí parece el meme qué había hace un tiempo de…",9
2.5,Le siège était confort de fou,9
2.5,"Asteroid City is the only the 3rd Wes Anderson film I’ve seen, but I always seem to have the same reaction—I don’t really get it. The costumes, set designs, cinematography, and the 1950’s sci-fi vibes are all immaculate, there’s just a serious lack of story for my taste.",1
2.5,its pretty sad to see aesthetics override the importance of substance and emotional investment to this extent. this is such an empty movie. for all its worth it looks fantastic but how am i gonna care about anything thats on screen when there is literally no reason for me to care about anyone. nothing about this makes me want to give a shit about any of the characters. its messy and i almost cant believe that wes anderson himself is…,1
2.5,"I know that Wes Anderson has a legion of fans who are in love with his aesthetics. But Wes Anderson may be the most stubborn director around. No matter the criticisms, he will continue to double down on his directorial style. It's really frustrating seeing Wes Anderson flanderize himself with overly-quirky direction, dull dialogue, and deadpan acting. The end result is something that comes off as heartless to me. Asteroid City still has the typical Anderson traits that many people…",1
2.5,"Your mileage will vary on Wes Anderson’s latest symmetrical spectacular as Asteroid City, much like its anthology predecessor, magnifies microscopic vignettes in favor of an astronomic narrative. Of course, the small stories within Asteroid City aren’t on different pages as are business and sports articles. Even so, the auteur’s preference for disjointed plots has become especially profound lately. Vignettes and miniature recitals have always been an Anderson staple, littered throughout his earlier filmography. Now they’re composing his most recent dioramas…",1
2.5,"Nahh. I was immediately captivated when the first sequence started and the train was heading towards the desert. However, this turned out to be one of the few positive aspects of this film in terms of its cinematic aspect. I feel like Wes Anderson's style, especially in character development, fell flat. The emotionally distant and cold demeanor of the characters made me indifferent towards each one of them. I also feel that the characters were quite similar, and the intention…",0
2.5,"It looks fantastic, but its stacked cast are either very solid or totally wasted. The story is pretty lackluster, the dialogue isn’t as snappy or clever as it thinks it is, and the pacing is borderline atrocious. A completely soulless film. There’s some fun scenes here and there, but overall very disappointing.",1
2.5,i liked margot robbie and steve carell but i needed more adrien brody,0
2.5,another meandering and convoluted movie from a director i once thought could do no wrong someone needs to put him down!,0
2.5,This review may contain spoilers. I can handle the truth. - i don’t get it? sorry what is the point of this movie - the alien scene was really funny though - everyone is so deadpan - the scenes are interestingly shot where the camera swipes across so you see a bunch of details around what’s actually happening - there wasn’t much to love in this movie it kind of just came and went in my brain. but it was nice to look at,1
2.5,"Le vide absolu, des idées par ci par là. Pour faire simple il y a pas d’histoire. C’est d’autant plus frustrant car le sujet et l’arène du film aurait pu être un de mes Wes Anderson préférés hors ça n’a pas été le cas, c’était même le contraire. The French Dispatch faisait l’effort de proposer plusieurs histoires. Je trouve que le film reste néanmoins très beau (probablement le meilleur en terme de mise en scène) mais paradoxalement c’est ce qui ne me plait pas aujourd’hui chez lui.",9
2.5,Ok lowkey this could have been a 10 min short film,0
2.5,Pick a lane. #CaseAvronEffect,0
2.5,"Wes Anderson fans, I’m sorry, this was not for me. I like Jason Schwartzman and Scarlett Johansson, the design of the alien was slightly funny, and I enjoyed everything with the kids. I didn’t really care for anything else, especially the black and white bits. I felt close to nothing the entire time. Wes, buddy, could you please go back to making movies with some heart like Bottle Rocket and Rushmore? Thanks.",1
2.5,Too indulgent. Steve Carrel carried with his 2 minutes of screen time.,0
2.5,Wes will be the first to be replaced by AI @ Grand Theatre Lumiere,0
2.5,Wes Anderson’s Dogville. SYDNEY FILM FESTIVAL 2023 #1,0
2.5,"« Même Jeanne Dielman c’est plus captivant » - Sofía, Cannes, 2023 J’aime beaucoup Wes Anderson, comme la plupart des gens. Même si c’est pas mauvais du tout, je suis quand même assez déçu. Wes Anderson se parodie lui-même et essaye de t’endormir, littéralement. C’est ultra méta et ça en fait un récit auquel on est totalement extérieur. Très difficile d’accrocher aux personnages. Le theme song go hard par contre. C’est un bon film à mettre dans le background dans le salon. Sofía dormait à ma droite et la madame bizarre à ma gauche ronflait tranquille.",9
2.5,"As a space kid, I like the idea behind this movie. I like the 1950s aesthetics and all the humour related to it. However, I can't enjoy it when it's just another Wes Anderson picture. Overly symmetric shots, overcrowded cast that doesn't give any of its members room to breathe and of course, the pretentious form. I was being pulled out of immersion every time I was reminded it was all supposed to be a performance. You could remove all that and you would suddenly have time to give depth to at least two of the main characters.",1
2.5,👽 ⬇️ 🪨,0
2.5,魏斯安德森超級任性地以「後設」的方式將戲中戲的幕前與幕後交織在一起。故事本身非常無聊，全靠魏斯安德森的畫面美學與黑色幽默支撐，演員的表演個個都像小木偶，被魏斯安德森的操偶師操控者，是我看過的魏斯安德森所有真人電影中，最像停格動畫的一次。 魏斯安德森可能自己玩得太開心了，所以故事重點的句子還要講三次（以上），「你沒有睡著就無法醒來」，根本也是在講他自己跟那一群演員。創作如同做夢，但你也要邀觀眾進入你的夢啊，不要自己夢得天花亂墜（但他的腦粉可能會沒有門檻地直接進去） 整部片就是看了時候覺得這個形式這個idea 很有趣，看的時候很愉快，但看完就覺得剛剛那部片在演啥，真的完全是一場容易被遺忘的夢（？） 《小行星城》應該是奧本海默跟芭比的前導宣傳！,9
2.5,Wes Anderson saw those videos which try to imitate the style of Wes Anderson and wanted to participate in the trend.,1
2.5,Moins de sucres dans sa tagada certes mais d’un vide affligeant.,9
2.5,"On one hand, I can respect a director who commits to a unique creative vision that solidifies their style to audiences. Movies without a clear voice or direction tend to be boring which is maybe the worst thing a movie can be. On the other hand, I don’t think I can connect with a director who doesn’t make changes or really tries something new. I understood the meta commentary Anderson was doing of his own work to a certain extent,…",0
2.5,that was kinda boring,0
2.5,"Mamma: «Kunstnerisk? Nei, jeg vet ikke det. Den var i hvertfall sær og kjempekjedelig. Det var jo bare et stort kaos!!! Den er virkelig ikke for alle. Hvertfall ikke meg!» Meg: Jeg er enig. Noe morsomt og interessant, men mest av alt skikkelig helt ok!",9
2.5,"I really liked the concept of the movie, but not going to lie, I almost fell asleep during the first 30 minutes, but it really got me back after it. The young cast of the smart kids was one of my favorite parts, their dynamic was so cool and I kinda felt identified. Some of the parents dynamic was cool too. And Scarlett Johansson was one of the highlights for me, and that “monologue” by Margot Robbie in her 2…",0
2.5,"This review may contain spoilers. I can handle the truth. The Wes has fallen. Aside from some fun moments and Anderson’s usual aesthetic bliss this felt like a collection of skits pushed together by a frame narrative. Similarly to The French Dispatch the framing technique here seems like a way for Wes to further analyze an obsession he’s fallen into, allowing obsessive tweeness, excess unnecessary confusion, more and more self aggrandizement, and here he even admits that the goal is just to keep telling the story despite the lack of…",1
2.5,"Jeg kjedet meg, men det var fortsatt veldig gøy! Kanskje jeg bare var trøtt 🥸",9
2.5,"pretty decors, empty characters",1
2.5,barely a movie,0
2.5,"Honey, I think Wes Anderson has flipped. out.",0
2.5,"beautiful cinema. as a person who’s never experienced a Wes anderson film, this was so interesting.  it was unfamiliar to me. very different. Which is a great thing but I just wasn’t used to the way he does his films.  I love how he plays with colors and framing. Those aspects stood out to me greatly and I appreciated the black and white for reality vs the coloring for the actual play. The entire film and the merging between scenes…",1
2.5,"I remember having been moved so deeply by some Wes Anderson's movies, such as The Great Tenenbaum, Moonrise Kingdom or even Aquatic Life. The combination of the very theatrical way of acting, perfectly symmetrical and esthetic frames, frenzy shots and lines, and the slight touch of despair and nihilism mixed with violent feelings, all of this made me feel so exposed. I had never seen any movie that would reveal so candidly the tragedy of being a lonely, atheist-nihilistic and…",1
2.5,"A ver… Asteroid City es una película equis, aunque la cinematografía de Wes Anderson, junto con los colores te hacen pensar que va a ser un peliculón. Se puede entender si a los fans de Wes Anderson les ENCANTÓ pero no es una película para todos. Uno podría decir que la manera en que Wes Anderson propone que la audiencia le saque su propio significado a la obra esta padre. Pero no, no está al nivel de otras películas que…",9
2.5,You can’t cum if you don’t beat your meat!,0
2.5,I felt like one of my friends just died. All of the good ones are falling behind. It's like going to a funeral every year. I want to cry. Still thinking and feeling what to say.,0
2.5,"Ja liebe Kinder, vielleicht müssen wir zugeben, dass die Magie des Taschenspielers Wes Anderson entmystifiziert wurde. Asteroid City besitzt zwar immer noch die quirky Elemente, die den Regisseur bekannt gemacht haben, hier wirken sie jedoch nur wie lieblos arrangiert und ihrer benjaminschen „Aura“ geraubt. Auch das Drehbuch ist hier leider nur Mittel zum Zweck dafür, dass Anderson seine schönen Shots einbringen kann, wirkliche Emotion wie bei Moonrise Kingdom oder seinem (meiner Meinung nach) besten Film Grand Budapest Hotel kommt hier selten auf. Umso ernüchternder ist dann dieser Kinobesuch, denn nach dem 500. Wes Anderson Tiktok kann man vielleicht sagen: Der Hype ist vorbei.",9
2.5,"An der titelgebenden Mini-Stadt kann man sich praktisch kaum satt sehen – und es gibt in „Asteroid City“ auch sonst eine Reihe wirklich toller Momente, das lässt sich ja schließlich auch gar nicht vermeiden, wenn ausgerechnet Jeff Goldblum das Alien spielt. Aber was Wes Anderson und seine Superstar-Armada diesmal in den erneut unverkennbaren Sets anstellen, ist streckenweise dennoch so trocken wie der omnipräsente Wüstensand – und das liegt in diesem Fall definitiv mehr am Autor Wes Anderson als am Regisseur Wes Anderson. Die komplette FILMSTARTS-Kritik gibt's hier: bit.ly/45yNjCb",9
2.5,loved the sets and the cast. didn’t follow the story…i dont think i am smart enough for this film.,1
2.5,"This is what the world looks like if you have autism I guess. I like that Wes went for the world record of names said aloud in a film. Wes shouldn’t be allowed to have too much money for his movies, he should have a salary cap. His movies movies work best when his universe is surrounded by reality.",0
3,"Ich liebe es ja, wenn Wes Anderson so richtig loslegt - mir können seine Filme gar nicht „quirky“ genug sein. Leider ordnet Anderson dieses Mal aber endgültig die Geschichte dem visuellen Spieltrieb unter, erzählt nur noch in bruchstückhaften Episoden, die sich mitunter nicht einmal mehr auflösen, weshalb „Asteroid City“ zwar immer noch liebenswürdig, aber auch distanziert und wirr wirkt. Wem das in „The French Dispatch“ schon zu affektiert war, der wird hier wenig Freude haben.",9
3,"Wes Anderson films are best when they focus on young people's emotions because there's no additional construct to get to their feelings; when it comes to adult emotions, Anderson (almost) always has to add extra narrative structure that keeps distance from the adults. In Budapest and City it's a meta-text nesting doll on the creative process that complicates the intimacy but feels more like safety for the director to not let us too close. Asteroid City is perhaps his most…",0
3,Steve Carell carry,0
3,"I’m stumped if I’m honest, I think this was just too much Wes Anderson-ness for me. Confusing and messy but that’s the point? I dunno maybe his charm is wearing off for me, or maybe I didn’t get it the first go around. Shits almost as random and mind bending as real life.",0
3,"Weird anecdotal note before I begin: I don’t know how, but my younger brother went into this thinking it was going to be a horror movie. I have no further explanation for his thoughts besides that I took him to see Nope, and I guess he knew about the alien stuff in this and just assumed the rest. This movie is really nothing like Nope, outside of a few minor similarities. Perhaps Asteroid City is Nope for white kids who…",0
3,"Wes Anderson, every time he releases a new film: ""This isn't even my final form!""",0
3,"Beautiful cinematography, excellent production design, & solid performances CANT save me from my disappointment. I usually love WES ANDERSON but this is his first film where all of that charm just didn’t go above and beyond the lack of focus when it comes down to story. Great Idea but heavily unfocused in terms of themes Not a terrible movie but a heavily disappointing FULL REVIEW",1
3,"This is Wes Anderson being his most Wes Anderson and I can't explain it but when you watch it you just know. Oh how I wanted to love this movie so much, I really tried but it just didn't work for me. While this film had it's positive moments, the negative far out weighed the positive for me. I was unintrested in the films plot. Sure the films concept is pretty cool, a small town hosting a junior space cadet…",0
3,I didn’t think Wes Anderson could get anymore Wes Anderson…I WAS WRONG,0
3,"No Wes! I had so much faith in you after The French Dispatch! What I said before with Wes still rings true, he’s on top of his game in this moment. The grand design of Asteroid City is comparable to no one outside of Wes Anderson. Just look at the tracking shots in this film; they’re stunning. The formal control in the establishing tracking shot of Asteroid City is on par with Ophüls. But I think Wes is starting to lose a…",1
3,I'm all Wes Andersoned out,0
3,"“The second incorrect thing she said was that time heals all wounds. No. Maybe it can be a band-aid.” I really wanted to like this movie, I really tried, but it just didn't work for me. I wasn't interested in the plot of the film. Sure, the concept of the movie is pretty cool: a small town hosting a convention of young space cadets disrupted by beings from another world... it sounds quite interesting, doesn't it? Well, what was presented…",0
3,"I hope it came out. A Wes Anderson movie is a Wes Anderson movie is a Wes Anderson movie. In this new decade, he's flexing his confident style more than ever, and I imagine the results will please fans and alienate (pun intended? who can say) skeptics. It forced me to confront the reality I am more of a Wes Liker than a Wes Lover, and that The French Dispatch was a rare true hit for me. That features many…",0
3,Just when I was about to give up on Wes Anderson. 🛸,0
3,🙂🌭❤️,0
3,Wes Anderson’s ‘Nope’,0
3,"I have very mixed feelings about this. As always, the style, the aesthetic and the detailing are maximized to the absolute perfection. But the whole plot is not as engaging as usual, of course, there’s the beloved quirkiness in the writing and in all of the characters, but the meta level of the art of scriptwriting feels so bland, exhausting and even a bit lazy.",1
3,مش عارفة أقول إيه بصراحة ، خيبة أمل كبيرة جدا بالنسبالي خصوصا بعد إعجابي الشديد ب French Dispatch وإعتباره أفضل أفلام اندرسون بالنسبالي. في الأغلب نفس الأسباب اللي حبيت بسببها French Dispatch هي نفسها الأسباب إللي ماحبتش Asteroid City عشانها أول إنطباع بعد نهاية الفيلم إنني ماحققتش أي نوع من التواصل في أي مرحلة برغم إنني كنت باجتهد لتحقيقه ( بالرغم إن دي مهمة المخرج وليس المشاهد ) ولكن للأسف الإجتهاد كان من طرف واحد وحسيت فيه إتجاه متعمد من…,9
3,"What’s your curiosity? Were all Cheshire's with wandering minds. What is your world? What is your curiosity?  Asteroid City, directed by Wes Anderson…. it’s a pity to inform that i didn’t have as much fun as i was hoping for ever since the trailer release a mere months back, that left me itching with excitement primarily with the stacked cast and of course my all time favorite Margot Robbie, whom is only used sparingly given the final moments of the…",0
3,I feel like my boy Wes is slowly losing it.... 💔,0
3,"A new Wes movie is like a new Jay Z album—it’s that familiar flow, but something about it just don’t hit the same. Maybe it’s all the money, maybe it’s their age—but the bars ain’t hitting like they used to.",0
3,Wes Anderson doing Wes Anderson things.,0
3,"When you think of Wes Anderson, you think of his style. The symmetrical framing and dead-pan humor and whatnot, they’re fun! It’s idiosyncratic and calls attention to itself, to the artifice. Asteroid City feels the most like this: a movie who’s story is a play performed by the characters in its universe. Emotional exchanges are line readings. It’s one of his biggest and brightest thinkers, full of existential themes in the meta-narrative, but it’s his coldest emotionally. I think lots…",1
3,"Great crafts, beautiful crafts, but I definitely remember a time when Wes Anderson also used to make movies about people.",1
3,Style over Substance,0
3,2 MALZEMELİ DÜNYANIN EN BASİT OREOLU DONDURMASINI YAPTIM! Akşam yemek için oreolu dondurma yapicam ilk iş oreolarimi böyle ezerek başlıyorum şimdi surasını kesiyorum bir kısmını kaseme aticam yarısını kaseme aldim simdi yarısını kesiyorum şimdi isterseniz muzlu süt falan kullanabilirsiniz ama ben normal süt koyuyorum paketimin içine tamamen ağzına kadar doldurmadım böyle hamur kıvamına geldi bunu söyle cam olmayan bir bardağa koyup dondurucuya alicam geri kalan oreolarimin üzerine biraz süt ekliyorum karıştırıyorum iyice hamur kıvamına getirdim dondurma kabına alıyorum simdi bunları…,9
